,TP9,AF7,AF8,TP10,Right AUX,timestamps
360,238.769531,11.718750,-23.437500,-8.789062,1.464844,1.397691
361,375.488281,22.460938,-14.160156,-42.480469,-148.437500,1.401598
362,13.671875,53.710938,25.878906,-30.273438,-282.714844,1.405504
363,-369.628906,62.988281,41.503906,11.230469,-199.707031,1.409410
364,-274.902344,39.550781,13.183594,21.972656,-40.527344,1.413316
365,206.542969,19.042969,-4.882812,1.464844,-29.785156,1.417223
366,395.019531,14.648438,-9.277344,-45.898438,-148.925781,1.421129
367,69.335938,48.828125,37.109375,-35.156250,-272.460938,1.425035
368,-353.027344,62.011719,56.152344,3.417969,-237.304688,1.428941
369,-329.101562,24.902344,7.812500,1.953125,-54.687500,1.432848
370,144.531250,5.371094,-22.460938,-13.671875,29.296875,1.436754
371,395.507812,14.160156,-20.996094,-53.710938,-96.191406,1.440660
372,119.628906,48.828125,21.484375,-62.500000,-264.160156,1.453399
373,-336.914062,65.917969,42.480469,-31.250000,-227.539062,1.457305
374,-374.511719,43.945312,17.578125,-7.812500,-59.082031,1.461211
375,68.359375,13.671875,-6.835938,-14.160156,30.273438,1.465117
376,376.953125,1.953125,-7.812500,-44.433594,-63.476562,1.469024
377,176.757812,39.062500,23.925781,-41.503906,-252.929688,1.472930
378,-277.343750,78.613281,59.570312,7.812500,-292.968750,1.476836
379,-399.902344,46.875000,24.902344,3.417969,-131.835938,1.480742
380,-16.113281,2.441406,-27.343750,-32.226562,2.441406,1.484649
381,347.167969,3.906250,-26.367188,-56.640625,-82.031250,1.488555
382,219.726562,34.667969,20.507812,-44.921875,-287.597656,1.492461
383,-254.882812,52.246094,47.851562,-18.066406,-302.734375,1.496367
384,-415.039062,37.597656,25.390625,2.441406,-87.402344,1.493349
385,-36.132812,9.277344,-6.835938,6.347656,28.808594,1.497256
386,351.074219,-3.417969,-24.414062,-33.691406,-12.695312,1.501162
387,263.671875,28.320312,10.742188,-42.480469,-165.527344,1.505068
388,-208.496094,57.617188,48.828125,-17.578125,-239.257812,1.508974
389,-418.457031,47.363281,43.457031,12.695312,-122.558594,1.512881
390,-82.031250,18.554688,9.277344,22.949219,8.300781,1.516787
391,333.984375,0.488281,-20.996094,-23.437500,-10.742188,1.520693
392,290.039062,18.066406,-3.417969,-62.988281,-174.804688,1.524599
393,-151.855469,58.593750,54.199219,-25.390625,-278.320312,1.528506
394,-423.339844,53.222656,53.222656,7.812500,-215.332031,1.532412
395,-170.898438,13.671875,-4.882812,-9.765625,-48.339844,1.536318
396,282.714844,-6.347656,-30.273438,-41.992188,-24.414062,1.533334
397,323.242188,10.742188,-5.371094,-65.917969,-204.101562,1.537240
398,-100.585938,51.269531,40.039062,-48.339844,-307.617188,1.541146
399,-425.781250,53.222656,43.945312,-11.230469,-186.523438,1.545052
400,-211.914062,26.367188,9.765625,7.812500,-22.460938,1.548959
